id,name
2226,"Advances in Information Sciences and Service Sciences"
239,"Advances in Turbulence XI"
573,Aerobiologia
2703,"African Journal of Agricultural Research"
2587,"Africana studia: revista internacional de estudos africanos"
1629,"Aging (Albany NY)"
1060,"Agricultural and Forest Meteorology"
1956,"Agricultural ecosystem effects on trace gases and global climate change"
2923,"Agricultural Sci. J"
3316,"Agricultural Sciences in China"
2780,"Agriculture, Forestry and Fisheries"
1018,"Agrobios Newsletter"
526,"Agronomy for sustainable development"
446,"Agronomy journal"
1782,"AGU Fall Meeting Abstracts"
1120,"AIDS and Behavior"
1195,"AIDS research and human retroviruses"
1250,"Ain Shams Engineering Journal"
2723,"AIP Advances"
2355,"AIP Conference Proceedings"
1865,"Air Quality, Atmosphere & Health"
1931,"AJOB empirical bioethics"
2466,"AJR. American journal of roentgenology"
1976,"Alcoholism: Clinical & Experimental Research"
2151,"Alcoholism: Clinical and Experimental Research"
2799,"Alfred, Ontario, Canada: Ontario Rural Wastewater Centre, Université de Guelph-Campus d’Alfred"
1406,Allergy
1410,"Alternative Law Journal"
2007,"Alzheimer's & Dementia: Translational Research & Clinical Interventions"
1242,"Am J Nurs"
1214,"Am J Nurs Sci"
2692,"Am J Phys Med"
2876,"Am Rev Respir Dis"
2764,"Am. Ceram. Soc. Bull"
3089,"Am. UL Rev."
1492,"AMA Arch. Dermat"
3341,"Ambiente & Água-An Interdisciplinary Journal of Applied Science"
1017,"Ambiente & sociedade"
1063,"Ambiente e Sociedade"
21,"American Economic Journal: Economic Policy"
44,"American Economic Review"
2224,"American Educational Research Journal"
2647,"American heart journal"
680,"American Journal of Agricultural and Biological Sciences"
1958,"American Journal of Botany"
544,"American Journal of Case Reports"
2802,"American journal of epidemiology"
2514,"American Journal of Experimental and Clinical Research"
42,"American Journal of Health-System Pharmacy"
1755,"American Journal of Heat and Mass Transfer"
3038,"American Journal of Kidney Diseases"
2453,"American Journal of Medical Genetics Part A"
2077,"American Journal of Medical Genetics Part B: Neuropsychiatric Genetics"
3417,"American Journal of Medical Quality"
991,"American Journal of Nursing"
1065,"American Journal of Nursing Science"
2392,"American journal of perinatology"
1268,"American Journal of Physiology-Cell Physiology"
3191,"American Journal of Physiology-Gastrointestinal and Liver Physiology"
2771,"American Journal of Physiology-Heart and Circulatory Physiology"
2418,"American Journal of Physiology-Renal Physiology"
2552,"American Journal of Psychiatry"
2924,"American journal of public health"
3230,"American journal of respiratory and critical care medicine"
3067,"American journal of respiratory cell and molecular biology"
2347,"American journal of roentgenology"
1219,"American journal of sociology"
3237,"American journal of therapeutics"
553,"American Mineralogist"
275,"American Psychologist"
2944,"American Society of Agricultural Engineers. Meeting (USA)"
1455,"American sociological review"
1075,"Amerika. Mémoires, identités, territoires"
3189,"AMIA annual symposium proceedings"
3484,"AMIA... Annual Symposium proceedings. AMIA Symposium"
442,"Amino acids"
1965,Anaesthesia
2117,"Anais brasileiros de dermatologia"
2423,"Anales de Pediatría"
3127,"Anales espanoles de pediatria"
3522,"Anales españoles de pediatría: Publicación oficial de la Asociación Española de Pediatría (AEP)"
1734,"Analyses of social issues and public policy"
393,"Analytica Chimica Acta"
1546,"Analytical and bioanalytical chemistry"
1197,"Analytical biochemistry"
2212,"Analytical Cellular Pathology"
805,"Analytical chemistry"
1822,"Analytical Letters"
2336,"Anesthesia & Analgesia"
3275,"Anesthesia progress"
3392,"Angewandte Chemie"
1859,"Angewandte Chemie International Edition"
2230,"Animal Behaviour"
3039,"Animal cognition"
2861,"Animal feed science and technology"
1041,"Ann Arbor"
1584,"Annales francaises d'anesthesie et de reanimation"
1743,"Annali della Facoltà di Agraria"
448,"Annals of African medicine"
238,"Annals of Agricultural and Environmental Medicine"
1443,"Annals of applied biology"
3525,"Annals of Behavioral Medicine"
2297,"Annals of biomedical engineering"
1514,"Annals of Botany"
1098,"Annals of emergency medicine"
1284,"Annals of forest science"
1723,"Annals of Geophysics"
2969,"Annals of Global Analysis and Geometry"
2798,"Annals of internal Medicine"
3114,"Annals of Mathematics and Artificial Intelligence"
712,"Annals of medical and health sciences research"
2048,"Annals of neurology"
816,"Annals of Neurology: Official Journal of the American Neurological Association and the Child Neurology Society"
2783,"Annals of oncology"
521,"Annals of palliative medicine"
243,"Annals of the New York Academy of Sciences"
1044,"annual conference of The American Group Psychotherapy Association in New York City"
3135,"annual meeting of the Academy of Management. Toronto, Canada"
284,"annual meeting of the American Educational Research Association, Session"
1341,"Anpassung, Auswege und politische Forderungen betroffener Wirtschaftsbranchen. Berlin, Heidelberg, New York"
2374,"ANTEC 2003 Conference Proceedings"
600,"Anti-cancer drug design"
1480,"Antimicrobial agents and chemotherapy"
3325,Aphasiology
213,"Apl Materials"
304,"Appl. Environ. Microbiol."
28,"Applied Acoustics"
1528,"Applied biochemistry and biotechnology"
958,"Applied Catalysis A: General"
406,"Applied Catalysis B: Environmental"
939,"Applied Clay Science"
2506,"Applied Energy"
1317,"Applied Materials Today"
563,"Applied mathematical modelling"
184,"Applied Mathematics and Computation"
1607,"Applied Mathematics and Nonlinear Sciences"
1185,"Applied Mathematics Letters"
707,"Applied microbiology and biotechnology"
1446,"Applied Numerical Mathematics"
459,"Applied Nursing Research"
1590,"Applied ocean research"
2349,"Applied optics"
2300,"Applied organometallic chemistry"
531,"Applied Physics A"
3218,"Applied Physics B: Lasers and Optics"
300,"Applied Physics Letters"
1307,"Applied Soft Computing"
2294,"Applied Soil Ecology"
3224,"Applied spectroscopy"
1335,"Applied Stochastic Models in Business and Industry"
178,"Applied surface science"
2177,"Applied Vegetation Science"
1377,"APSA 2012 Annual Meeting Paper"
3441,"Aquac. Nutr"
2602,"Aquacult. Fish. Manage."
2145,Aquaculture
3308,"Aquaculture international"
2272,"Aquaculture Nutrition"
2186,"Aquaculture research"
1009,"Aquatic Biology"
1878,"Aquatic Conservation: Marine and Freshwater Ecosystems"
862,"Aquatic Ecosystem Health & Management"
3393,"Arabian Journal for Science and Engineering"
3080,"Arch Bronconeumol"
714,Archipel
827,"Archiv der Pharmazie"
502,"Archiv der Pharmazie: An International Journal Pharmaceutical and Medicinal Chemistry"
1839,"Archiv für Hydrobiologie"
654,"Archives of biochemistry and biophysics"
3151,"Archives of biological sciences"
3022,"Archives of Clinical Psychiatry"
3207,"Archives of Disease in Childhood-Fetal and Neonatal Edition"
3480,"Archives of gerontology and geriatrics"
1073,"Archives of Hygiene Sciences"
1144,"Archives of Hygiene Sciences Volume"
696,"Archives of internal medicine"
1116,"Archives of Metallurgy and Materials"
1280,"Archives of Microbiology"
1919,"Archives of neurology"
1544,"Archives of ophthalmology"
1967,"Archives of oral biology"
2352,"Archives of orthopaedic and trauma surgery"
2485,"Archives of pathology & laboratory medicine"
3539,"Archives of pharmacal research"
23,"Archives of physical medicine and rehabilitation"
305,"Archives of virology"
1654,"Archives of women's mental health"
3375,"Archivos de bronconeumologia"
3478,"Archivos de Bronconeumología ((English Edition))"
3343,"Archivos de Bronconeumología (English Edition)"
3487,"Archivos de zootecnia"
2874,"Arq. bras. endocrinol. metab"
2928,"Arquivos brasileiros de cardiologia"
2955,"Arquivos Brasileiros de Endocrinologia & Metabologia"
1937,"Arquivos de neuro-psiquiatria"
682,"Arteriosclerosis, thrombosis, and vascular biology"
1788,"Arthritis & Rheumatism"
2589,"Arthritis & Rheumatism: Official Journal of the American College of Rheumatology"
2091,"Arthropod-Plant Interactions"
1533,"Artificial Intelligence"
3088,"Artificial Intelligence Review"
2618,"Artificial organs"
2009,"arXiv preprint arXiv:0802.0527"
73,"arXiv preprint arXiv:0911.0114"
3299,"arXiv preprint arXiv:1003.2005"
574,"arXiv preprint arXiv:1110.3435"
944,"arXiv preprint arXiv:1204.5274"
916,"arXiv preprint arXiv:1204.5276"
1724,"arXiv preprint arXiv:1206.6501"
1905,"arXiv preprint arXiv:1208.2671"
1145,"arXiv preprint arXiv:1305.1466"
817,"arXiv preprint arXiv:1306.6327"
3385,"arXiv preprint arXiv:1307.5437"
3435,"arXiv preprint arXiv:1310.1947"
2438,"arXiv preprint arXiv:1401.2046"
2571,"arXiv preprint arXiv:1407.4864"
1091,"arXiv preprint arXiv:1407.7321"
3052,"arXiv preprint arXiv:1411.2173"
1678,"arXiv preprint arXiv:1503.07589"
2532,"arXiv preprint arXiv:1507.00966"
3505,"arXiv preprint arXiv:1507.02022"
2372,"arXiv preprint arXiv:1508.02608"
638,"arXiv preprint arXiv:1509.00803"
1628,"arXiv preprint arXiv:1602.02077"
3440,"arXiv preprint arXiv:1603.07318"
2358,"arXiv preprint arXiv:1604.01706"
1946,"arXiv preprint arXiv:1607.03663"
1900,"arXiv preprint arXiv:1709.09250"
1328,"arXiv preprint arXiv:1710.10294"
2585,"arXiv preprint arXiv:1804.00065"
2560,"arXiv preprint arXiv:1807.11906"
2809,"arXiv preprint arXiv:1901.03906"
2615,"arXiv preprint arXiv:1902.08564"
3000,"arXiv preprint astro-ph/9509137"
2640,"arXiv preprint astro-ph/9511019"
48,"arXiv preprint cs/0204004"
67,"arXiv preprint cs/0204005"
33,"arXiv preprint cs/0204006"
1189,"arXiv preprint math/0012262"
1064,"Asaio Journal"
1157,"Asialink Essays"
38,"Asian J Anim Vet Adv"
2763,"Asian Journal of Atmospheric Environment"
3021,"Asian Journal of Control"
2134,"Asian Journal of Food and Agro-Industry"
2318,"Asian Journal of Mathematics"
601,"Asian Journal of Organic Chemistry"
230,"Asian Security"
736,"Asian Studies Review"
1876,"Asian Survey"
62,"Asian-australasian journal of animal sciences"
3576,"ASM International, ASM Handbook,"
1363,"Asm News"
1631,"ASME Conference Proceedings"
625,"ASME Paper No. PVP2010-25270"
850,ASME-PUBLICATIONS-FED
3051,"Astronomy & astrophysics"
1469,"Astroparticle physics"
3094,"Astrophysical Letters"
2613,"Asymptotic Analysis"
1740,Atmósfera
1636,"Atmospheric Environment"
1209,"Atmospheric Measurement Techniques"
2011,"Australian and New Zealand Sports Law Journal"
1792,"Australian journal of Education"
2446,"Australian Journal of Experimental Agriculture"
3171,"Australian Journal of Intelligent Information Processing Systems"
499,"Australian Journal of International Affairs"
3105,"Australian Journal of Plant Physiology"
1951,"Australian-Asian Perception Project Working Paper"
2714,"Auswirkungen der Liberalisierung im Agrar"
467,Autism
2002,"Autism Research"
120,"Automated Technology for Verification and Analysis"
3069,"Automation in Construction"
222,"Autonomic and Autacoid Pharmacology"
3397,Autophagy
2126,"Available at SSRN 1130150"
2455,"Available at SSRN 2185965"
3427,"Avances en Nutrición Acuícola VI. Memorias del VI Simposium Internacional de Nutrición Acuícola"
3569,"Avances en Nutrición Acuícola. VIII. Simposium Internacional de Nutrición Acuícola. Universidad Autónoma de Nuevo León, Monterrey, Nuevo León, México"
2705,"Aves de los medios urbano y agrícola"
3311,"Babson-Kaufman Entrepreneurship Research Conference. Wellesley, MA: Babson College"
3376,"Basic & Clinical Pharmacology & Toxicology"
751,"BE Abstracts"
2094,"Behavior genetics"
59,"Behavior Therapy"
2203,"Behavioral Ecology"
2920,"Behavioral Ecology and Sociobiology"
2065,"Behavioral neuroscience"
3455,Behaviour
385,"Behavioural brain research"
231,"Behavioural processes"
2756,"Beilstein journal of nanotechnology"
1696,"Beilstein journal of organic chemistry"
1774,"Belgian Journal of Zoology"
928,"Big city politics in transition"
980,"Big city politics, governance and fiscal constraints"
218,"Bilge International Journal of Science and Technology Research"
1833,Bioanalysis
2582,Biocell
2412,"Biochem Biophys Res Commun"
901,"Biochemical and biophysical research communications"
1029,"Biochemical Engineering Journal"
900,"Biochemical Journal"
324,"Biochemical pharmacology"
1441,"Biochemical Systematics and Ecology"
904,Biochemistry
3352,"Biochemistry international"
3270,"Biochimica et Biophysica Acta"
881,"Biochimica et Biophysica Acta (BBA)-Bioenergetics"
2171,"Biochimica et Biophysica Acta (BBA)-General Subjects"
3538,"Biochimica et Biophysica Acta (BBA)-Molecular and Cell Biology of Lipids"
2941,"Biochimica et Biophysica Acta (BBA)-Molecular Cell Research"
3106,"Biochimica et Biophysica Acta (BBA)-Protein Structure and Molecular Enzymology"
411,"Biochimica et Biophysica Acta (BBA)-Proteins and Proteomics"
307,Biochimie
2776,"Bioconjugate chemistry"
2660,Biodegradation
2264,"Biodiversity and Conservation"
3157,Bioelectrochemistry
1191,"Bioelectrochemistry and bioenergetics"
2916,Bioelectromagnetics
2791,Bioessays
1303,Biogeochemistry
3524,Biogeosciences
2075,Bioinformatics
2653,"Biologia plantarum"
1962,"Biological chemistry"
1748,"Biological Conservation"
317,"Biological Control"
2472,"Biological Reviews"
2881,"Biology letters"
697,"Biology of Blood and Marrow Transplantation"
820,"Biology of reproduction"
3510,"Biology of the Cell"
606,Biomacromolecules
2067,Biomaterials
2399,Biomechanics
2156,"Biomechanics and modeling in mechanobiology"
1123,"BioMed Research International"
923,Biomédica
292,"Biomedical Chromatography"
2291,"Biomedical engineering letters"
1517,"Biomedical engineering online"
2451,"Biomedical Engineering: Applications, Basis and Communications"
2060,"Biomedical microdevices"
2736,"Biomedical Optics & Medical Imaging, SPIE Newsroom. DOI"
1764,"Biomedical optics express"
3055,"Biomedical Physics & Engineering Express"
1036,"Biomedical Signal Processing and Control"
101,"Biomedicine & Pharmacotherapy"
2962,"Biomineralization: From Biology to Biotechnology and Medical Application. Bäuerlein E (ed) Wiley-VCH, Weinheim, Germany"
1547,"Biomolecular concepts"
883,"Bioorganic & medicinal chemistry"
369,"Bioorganic & medicinal chemistry letters"
349,"Biophysical journal"
3123,"Bioprocess and biosystems engineering"
205,"Bioresource technology"
2216,BioResources
1182,"Bioscience, biotechnology, and biochemistry"
2035,Biosensors
3430,"Biosensors and Bioelectronics"
2273,"Biota Neotropica"
2600,BioTechniques
2814,"Biotechnology and bioengineering"
125,"Biotechnology for biofuels"
217,"Biotechnology letters"
1294,"Biotechnology progress"
1555,"Biotechnology reports"
798,"Biotechnology techniques"
1906,Biotropica
2398,"BJA: British Journal of Anaesthesia"
3292,"BJU international"
66,Blood
1583,"Blood advances"
25,"Blood coagulation & fibrinolysis"
3476,"Blood pressure monitoring"
3115,"BMC biochemistry"
252,"BMC bioinformatics"
1975,"BMC biotechnology"
226,"BMC cancer"
604,"BMC cell biology"
2411,"BMC complementary and alternative medicine"
314,"BMC evolutionary biology"
2856,"BMC family practice"
249,"BMC genomics"
3014,"BMC health services research"
633,"BMC infectious diseases"
2953,"BMC medical informatics and decision making"
716,"BMC molecular biology"
2533,"BMC musculoskeletal disorders"
3337,"BMC psychiatry"
3414,"BMC public health"
2032,"BMC structural biology"
2945,"BMC systems biology"
1171,Bmj
2468,"BMJ open"
3322,"BMJ Qual Saf"
2816,"BMJ Quality & Safety"
3472,"Boletín de la Sociedad Española de Cerámica y Vidrio"
1673,"Boletín de la Sociedad Geológica Mexicana"
1010,"Boletín Geológico y Minero"
2741,"Bolivia. CATIE. Escuela de Posgrado. Tirrialba, Costa Rica"
1567,"Boll. Soc. Geol. It.(Ital. J. Geosci.)"
1641,"Bollettino della Societa Geologica Italiana"
1882,"Bollettino di Geofisica Teorica ed Applicata"
1279,"Bond L. Rev."
1999,Bone
1332,"Bone marrow research"
266,"Bone marrow transplantation"
1563,"BONE MARROW TRANSPLANTATION-BASINGSTOKE-"
536,Books
1707,"Botanica marina"
2788,"Botanical journal of the Linnean Society"
1573,"Boundary Element Technology"
787,"Boundary-Layer Meteorology"
1742,"Br J Sports Med"
838,"Br med J"
1086,Brain
1057,"Brain and Behavior"
150,"Brain and cognition"
581,"Brain and language"
200,"Brain research"
419,"Brain research bulletin"
2872,"Brain, Behavior and Evolution"
3254,"Brain, behavior, and immunity"
2379,"Brazilian Archives of Biology and Technology"
2214,"Brazilian Journal of Biology"
3330,"Brazilian journal of chemical engineering"
3278,"Brazilian Journal of Medical and Biological Research"
950,"Brazilian Journal of Nephrology"
3092,"Brazilian journal of physics"
1218,"Breast Cancer Research"
1652,"Breast cancer research and treatment"
359,"Breeding science"
2285,Brief
3399,"British journal of anaesthesia"
737,"British journal of cancer"
1434,"British journal of clinical pharmacology"
2964,"British Journal of Dermatology"
389,"British Journal of Developmental Psychology"
729,"British journal of haematology"
3233,"British journal of neurosurgery"
2173,"British journal of ophthalmology"
578,"British journal of pharmacology"
2896,"Brookings papers on economic activity"
779,"BUFFALO BULLEITN IBIC, KASETSART UNIVERSITY, PO BOX 1084 BANGKOK 10903, THAILAND"
208,"Buffalo Bulletin"
566,"Buffalo Bulletin (June 2008)"
2869,"Building and environment"
2959,"Built Environment"
1610,Bulletin
920,"Bulletin of Earthquake Engineering"
2760,"Bulletin of environmental contamination and toxicology"
1783,"Bulletin of Marine Science"
985,"Bulletin of the American Meteorological Society"
2187,"Bulletin of the Chemical Society of Japan"
2373,"Bulletin of the Russian Academy of Sciences-Physics"
1543,"Bulletin of the Seismological Society of America"
3499,"CA: a cancer journal for clinicians"
2488,"Cadernos de Estudos Africanos"
3044,"Cadernos de saúde pública"
1084,"Cahiers de Biologie Marine"
3062,"Calcified tissue international"
1503,"Canadian Biosystems Engineering"
3564,"Canadian journal of chemistry"
2911,"Canadian journal of civil engineering"
1586,"Canadian Journal of Forest Research"
3070,"Canadian journal of Mathematics"
2635,"Canadian Journal of Physics"
2665,"Canadian Journal of Plant Science"
1391,"Canadian Journal of Remote Sensing"
632,"Canadian Journal of Soil Science"
2726,"Canadian Yearbook of International Law/Annuaire canadien de droit international"
2759,"Cancer biochemistry biophysics"
2844,"Cancer biology & therapy"
3143,"Cancer cell"
1245,"Cancer chemotherapy and pharmacology"
223,"Cancer letters"
294,"Cancer Research"
361,"Carbohydrate polymers"
1423,Carbon
2570,"Carbon Management"
2400,Carcinogenesis
809,"Cardiovascular research"
888,"Cardiovascular ultrasound"
2098,"Carnets de géologie"
1154,"Case Studies of City-County Consolidation: Reshaping the Local Government Landscape"
2891,"Catalysis Communications"
2983,"Catalysis letters"
2031,"Catalysis Science & Technology"
1286,"Catalysis Today"
3209,Catalysts
3460,"CATENA SUPPLEMENT"
2339,"Catheterization and cardiovascular interventions"
704,"CAV2001 Fourth International Symposium on Cavitation, June"
1388,"CD-proceedings of the International Symposium “Metals and Energy Recovery”. Skellefteå, Sweden"
1600,"Celestial Mechanics and Dynamical Astronomy"
1626,Cell
3232,"cell Adhesion and Communication"
3083,"Cell and tissue research"
1988,"Cell biochemistry and biophysics"
1412,"Cell cycle"
792,"Cell death & disease"
875,"Cell death and differentiation"
1497,"Cell death discovery"
2711,"Cell host & microbe"
3276,"Cell metabolism"
513,"Cell reports"
723,"Cell research"
2311,"Cell transplantation"
733,"Cellular and Molecular Life Sciences"
2930,"Cellular and molecular neurobiology"
3410,"Cellular Physiology and Biochemistry"
1196,"Cellular signalling"
599,Cephalalgia
1959,"Ceramic Transactions"
3354,"Ceramics International"
3087,"Cerebrovascular and brain metabolism reviews"
506,"Cerebrovascular Diseases"
139,"Chaos, Solitons & Fractals"
1921,"Chapter Title & Authors Page"
1890,"Chem. Res. Toxicol"
2676,ChemCatChem
290,ChemElectroChem
3184,"Chemical and Biological Technologies in Agriculture"
674,"Chemical biology & drug design"
367,"Chemical Communications"
454,"Chemical Engineering Journal"
2550,"Chemical Engineering Transactions"
1741,"Chemical Geology"
2789,"Chemical Physics"
404,"Chemical Physics Letters"
1569,"Chemical science"
192,"Chemical Senses"
1849,"Chemical Society Reviews"
613,"Chemico-biological interactions"
1329,"Chemischer Informationsdienst"
1320,"Chemistry & biodiversity"
1249,"Chemistry Central Journal"
124,"Chemistry of Materials"
450,"Chemistry–A European Journal"
2801,"Chemistry–An Asian Journal"
297,ChemistrySelect
168,Chemosphere
856,ChemPlusChem
364,ChemSusChem
1828,Chest
2611,"Chi. J. Int'l L."
2654,"Chiang Mai J. Sci"
3019,"Chiang Mai Journal of Science"
2529,"Chiang Mai University Journal of Science"
977,"Child development"
1960,"Child Development Perspectives"
2695,"Children & Schools"
3301,"Chin J Lab Med"
2305,"China communications"
2137,"Chinese Business Review"
1353,"Chinese Journal of Applied Chemistry"
2161,"Chinese Journal of Cancer Research"
1155,"Chinese Journal of Chemistry"
2860,"Chinese Journal of International Law"
1393,"Chinese Journal of Liquid Crystals and Displays"
930,"Chinese Journal of Rock Mechanics and Engineering"
2431,"Chinese Physics B"
3523,"Chinese Physics C"
2320,"Chinese Physics Letters"
1854,"Chinese Science Bulletin"
3223,"Ciênc Cuid Saúde [Internet]"
2097,"Ciência & Saúde Coletiva"
2787,"Ciência Florestal"
195,"Ciência Moderna Ltda, Rio de Janeiro"
3257,"Ciência Rural"
3163,"Ciencia, Cuidado e Saude"
2975,"Ciencias Marinas"
1399,Circulation
1420,"Circulation Journal"
3033,"Circulation: Cardiovascular Imaging"
710,Cities
1080,"City Futures Conference, University of Illinois at Chicago"
496,"Civil Wars"
1557,"Classical and Quantum Gravity"
1019,"Classification and Data Analisys"
777,"Climate Policy"
1125,"Climate Services"
911,"Climatic change"
2577,"Clin Exp Pharmacol"
2832,"Clinica chimica acta"
147,"Clinical & Experimental Allergy"
347,"Clinical & Experimental Immunology"
3374,"Clinical & experimental metastasis"
1202,"Clinical & translational immunology"
2518,"Clinical and Experimental Pharmacology and Physiology"
3304,"Clinical Autonomic Research"
1953,"Clinical biomechanics"
588,"Clinical cancer research"
3280,"Clinical epigenetics"
1572,"Clinical Linguistics & Phonetics"
2054,"Clinical nephrology"
863,"Clinical Neurophysiology"
2567,"Clinical Pharmacology & Therapeutics"
2593,"Clinical Psychological Science"
210,"Clinical Psychology & Psychotherapy: An International Journal of Theory & Practice"
3247,"Clinical rheumatology"
3261,Clinics
2854,"CMU. Journal"
2380,"Coahuila, México: Universidad Nacional Autónoma de Mexico, Doctor en Ciencias de la Tierra thesis"
3026,"Cochrane Database of Systematic Reviews"
1183,"Cogent Engineering"
2608,"Cogitare Enfermagem"
2276,"Cognition and Emotion"
614,"Cognitive Development"
2084,"Cognitive development and working memory: A dialogue between neo-Piagetian theories and cognitive approaches"
336,"Cognitive Neuropsychiatry"
76,"Cold Regions Science and Technology"
399,"Cold Spring Harbor perspectives in medicine"
2512,"Collection of Czechoslovak chemical communications"
